Customer_ID,Purchase_Date,Product_Category,Product_Price,Quantity,Total_Purchase_Amount,Payment_Method,Customer_Age,Returns,Customer_Name,Age,Gender,City,Churn
42650,29/04/2023,Home,43,1,2312,Cash,20,0,Curtis Smith,20,Female,Nairobi ,0
42650,04/07/2022,Home,30,5,642,PayPal,20,1,Curtis Smith,20,Female,Nairobi ,0
42650,01/08/2021,Electronics,30,3,5024,Credit Card,20,1,Curtis Smith,20,Female,Nairobi ,0
42650,24/03/2022,Electronics,254,1,3865,PayPal,20,0,Curtis Smith,20,Female,Nairobi ,0
42650,02/09/2022,Books,12,3,3112,Cash,20,1,Curtis Smith,20,Female,Nairobi ,0
42650,14/11/2021,Books,66,3,250,PayPal,20,1,Curtis Smith,20,Female,Nairobi ,0
24053,17/11/2020,Electronics,102,2,5206,Credit Card,53,1,Jose Green,53,Male,Berlin ,0
24053,07/05/2021,Books,187,5,629,PayPal,53,1,Jose Green,53,Male,Berlin ,0
24053,07/09/2022,Books,86,1,843,Credit Card,53,1,Jose Green,53,Male,Berlin ,0
24053,05/07/2020,Electronics,364,3,1008,Credit Card,53,0,Jose Green,53,Male,Berlin ,0
24053,11/01/2022,Books,210,2,4567,Credit Card,53,0,Jose Green,53,Male,Berlin ,0
19676,12/01/2022,Clothing,304,3,4869,PayPal,57,1,Linda Lee,57,Male,London ,0
19676,26/06/2021,Electronics,329,1,3391,Cash,57,1,Linda Lee,57,Male,London ,0
19676,30/06/2022,Clothing,306,4,1712,Credit Card,57,1,Linda Lee,57,Male,London ,0
19676,20/04/2020,Electronics,165,5,603,Credit Card,57,0,Linda Lee,57,Male,London ,0
16051,20/08/2021,Books,118,2,3672,Cash,45,0,Ellen Kent,45,Male,London ,0
16051,14/02/2020,Clothing,14,4,2733,PayPal,45,0,Ellen Kent,45,Male,London ,0
16051,30/10/2020,Clothing,351,5,716,PayPal,45,0,Ellen Kent,45,Male,London ,0
16051,25/11/2020,Clothing,89,1,3577,PayPal,45,1,Ellen Kent,45,Male,London ,0
16051,13/09/2020,Home,287,3,3908,Cash,45,0,Ellen Kent,45,Male,London ,0
16051,29/08/2021,Home,400,3,4889,Cash,45,1,Ellen Kent,45,Male,London ,0
16051,19/04/2022,Clothing,22,2,4490,Credit Card,45,1,Ellen Kent,45,Male,London ,0
16051,31/05/2020,Home,23,1,3820,Credit Card,45,0,Ellen Kent,45,Male,London ,0
23734,02/11/2021,Clothing,14,1,5020,Credit Card,18,1,Cheryl Espinoza,18,Male,Rome ,0
23734,21/09/2022,Electronics,75,1,289,PayPal,18,0,Cheryl Espinoza,18,Male,Rome ,0
23734,09/02/2020,Books,283,5,2673,Cash,18,0,Cheryl Espinoza,18,Male,Rome ,0
23734,19/06/2021,Clothing,31,4,4894,Cash,18,1,Cheryl Espinoza,18,Male,Rome ,0
16921,24/01/2023,Books,51,3,1881,PayPal,54,1,Cheyenne James,54,Male,Rome ,0
16921,04/02/2020,Clothing,350,2,1752,Cash,54,1,Cheyenne James,54,Male,Rome ,0
16921,07/01/2021,Home,66,1,2892,Cash,54,0,Cheyenne James,54,Male,Rome ,0
16921,21/03/2022,Home,47,3,4714,PayPal,54,1,Cheyenne James,54,Male,Rome ,0
16921,22/04/2021,Electronics,500,2,988,Cash,54,1,Cheyenne James,54,Male,Rome ,0
16921,31/12/2020,Home,249,2,3171,Credit Card,54,1,Cheyenne James,54,Male,Rome ,0
21035,03/09/2022,Electronics,443,2,1884,Credit Card,50,1,Peter Watson,50,Female,Rome ,1
21035,15/06/2021,Electronics,116,3,2334,Credit Card,50,0,Peter Watson,50,Female,Rome ,1
21035,22/08/2021,Home,500,1,698,Credit Card,50,1,Peter Watson,50,Female,Rome ,1
21035,28/11/2020,Home,249,1,2925,Credit Card,50,0,Peter Watson,50,Female,Rome ,1
21035,15/03/2020,Books,112,4,793,PayPal,50,0,Peter Watson,50,Female,Rome ,1
21035,27/01/2021,Electronics,457,2,2919,PayPal,50,1,Peter Watson,50,Female,Rome ,1
21035,09/09/2023,Home,237,2,1088,Cash,50,1,Peter Watson,50,Female,Rome ,1
37125,23/08/2022,Electronics,311,2,2992,Cash,24,0,Terry Campos,24,Female,Rome ,0
37125,30/11/2022,Home,158,4,1047,Cash,24,0,Terry Campos,24,Female,Rome ,0
41840,16/09/2022,Clothing,10,5,3540,Credit Card,48,0,Ronald Berger,48,Male,Rome ,0
41840,10/05/2021,Electronics,298,3,1837,Cash,48,1,Ronald Berger,48,Male,Rome ,0
41840,15/04/2021,Home,389,3,907,Cash,48,0,Ronald Berger,48,Male,Rome ,0
41840,11/09/2022,Electronics,251,3,2525,PayPal,48,0,Ronald Berger,48,Male,Rome ,0
41840,07/06/2022,Clothing,72,2,869,Credit Card,48,0,Ronald Berger,48,Male,Rome ,0
41840,12/11/2021,Electronics,277,5,3975,PayPal,48,0,Ronald Berger,48,Male,Rome ,0
41840,19/02/2021,Home,431,2,4053,Cash,48,0,Ronald Berger,48,Male,Rome ,0
41840,22/01/2021,Clothing,137,1,993,Cash,48,1,Ronald Berger,48,Male,Rome ,0
13389,30/09/2021,Books,296,3,4554,Cash,51,1,Monica Ramos,51,Male,Rome ,0
13389,10/02/2023,Clothing,312,2,4477,PayPal,51,1,Monica Ramos,51,Male,Rome ,0
13389,02/11/2020,Books,68,4,948,PayPal,51,1,Monica Ramos,51,Male,Rome ,0
13389,31/07/2020,Clothing,436,3,5025,PayPal,51,1,Monica Ramos,51,Male,Rome ,0
13389,02/06/2023,Books,40,2,2341,Credit Card,51,1,Monica Ramos,51,Male,Rome ,0
13389,17/04/2023,Home,495,4,1176,Credit Card,51,0,Monica Ramos,51,Male,Rome ,0
13389,01/10/2022,Home,165,2,1664,Cash,51,0,Monica Ramos,51,Male,Rome ,0
24473,10/01/2021,Clothing,59,3,1147,Credit Card,38,0,Nicole Lewis,38,Female,Rome ,0
24473,29/05/2020,Electronics,474,3,4609,PayPal,38,0,Nicole Lewis,38,Female,Rome ,0
24473,06/09/2021,Books,462,1,4042,Credit Card,38,1,Nicole Lewis,38,Female,Rome ,0
24473,22/05/2023,Home,436,3,1755,PayPal,38,1,Nicole Lewis,38,Female,Rome ,0
24473,28/10/2021,Clothing,128,4,1132,Credit Card,38,1,Nicole Lewis,38,Female,Rome ,0
11230,11/12/2020,Home,219,2,2628,Credit Card,23,0,Rebecca Boyer,23,Male,Rome ,0
11230,21/04/2021,Electronics,296,5,2232,PayPal,23,1,Rebecca Boyer,23,Male,Rome ,0
11230,29/04/2020,Clothing,164,2,4402,Credit Card,23,0,Rebecca Boyer,23,Male,Rome ,0
11230,19/03/2021,Books,17,4,3658,Cash,23,0,Rebecca Boyer,23,Male,Rome ,0
11230,22/11/2021,Home,387,2,4071,Credit Card,23,1,Rebecca Boyer,23,Male,Rome ,0
24741,23/07/2022,Home,369,1,3026,PayPal,50,1,Steven Mcmillan,50,Female,Rome ,0
24741,05/06/2022,Electronics,87,4,688,Cash,50,1,Steven Mcmillan,50,Female,Rome ,0
24741,12/12/2021,Home,193,4,3730,Credit Card,50,0,Steven Mcmillan,50,Female,Rome ,0
24741,31/07/2020,Books,149,2,1377,Cash,50,0,Steven Mcmillan,50,Female,Rome ,0
10191,19/02/2022,Electronics,229,5,3553,PayPal,66,1,Walter Griffin,66,Male,Seoul ,0
10191,08/02/2021,Home,205,1,2333,Credit Card,66,1,Walter Griffin,66,Male,Seoul ,0
10191,07/12/2021,Books,498,4,705,Cash,66,0,Walter Griffin,66,Male,Seoul ,0
10191,01/05/2021,Home,334,3,2542,Cash,66,0,Walter Griffin,66,Male,Seoul ,0
10191,20/12/2021,Electronics,118,2,2304,Credit Card,66,1,Walter Griffin,66,Male,Seoul ,0
10191,15/07/2020,Books,285,3,5091,Credit Card,66,0,Walter Griffin,66,Male,Seoul ,0
10191,01/06/2021,Electronics,76,1,3306,Credit Card,66,1,Walter Griffin,66,Male,Seoul ,0
10191,26/06/2020,Books,202,5,3290,Credit Card,66,1,Walter Griffin,66,Male,Seoul ,0
10191,12/09/2022,Books,291,3,4776,PayPal,66,0,Walter Griffin,66,Male,Seoul ,0
16825,21/07/2020,Clothing,489,1,3184,Credit Card,37,0,Melissa Cabrera,37,Male,New York City,1
16825,14/11/2022,Clothing,420,2,969,Cash,37,1,Melissa Cabrera,37,Male,New York City,1
16825,19/04/2021,Books,395,3,3487,Cash,37,1,Melissa Cabrera,37,Male,New York City,1
16825,18/03/2023,Books,227,2,3400,Cash,37,0,Melissa Cabrera,37,Male,New York City,1
16825,16/08/2021,Clothing,166,4,1379,PayPal,37,0,Melissa Cabrera,37,Male,New York City,1
18467,18/08/2022,Clothing,115,5,1589,Credit Card,23,0,Terri Carter,23,Male,New York City,0
18467,28/02/2023,Clothing,50,1,551,PayPal,23,1,Terri Carter,23,Male,New York City,0
18467,10/12/2020,Clothing,459,5,1735,PayPal,23,1,Terri Carter,23,Male,New York City,0
18467,30/03/2022,Home,192,5,1109,PayPal,23,0,Terri Carter,23,Male,New York City,0
18467,06/04/2021,Books,219,4,3977,PayPal,23,1,Terri Carter,23,Male,New York City,0
18467,09/05/2023,Electronics,92,4,3660,PayPal,23,0,Terri Carter,23,Male,New York City,0
18467,03/01/2020,Books,197,5,3178,Credit Card,23,0,Terri Carter,23,Male,New York City,0
18467,30/06/2022,Home,451,2,1834,PayPal,23,0,Terri Carter,23,Male,New York City,0
34857,13/06/2021,Home,104,2,3319,Credit Card,57,0,Alexander Morse,57,Male,New York City,1
34857,03/09/2021,Books,252,4,1038,Cash,57,0,Alexander Morse,57,Male,New York City,1
34857,06/02/2023,Electronics,284,4,402,PayPal,57,0,Alexander Morse,57,Male,New York City,1
34857,14/06/2023,Books,60,2,1383,Credit Card,57,1,Alexander Morse,57,Male,New York City,1
34857,28/10/2021,Electronics,147,4,992,Credit Card,57,0,Alexander Morse,57,Male,New York City,1
34857,23/01/2021,Clothing,261,2,2408,Credit Card,57,0,Alexander Morse,57,Male,New York City,1
34857,26/08/2021,Books,137,2,2428,Cash,57,0,Alexander Morse,57,Male,New York City,1
21801,04/09/2022,Electronics,179,3,676,Credit Card,19,1,Anne Leblanc,19,Female,New York City,0
21801,01/06/2021,Electronics,228,4,3988,PayPal,19,0,Anne Leblanc,19,Female,New York City,0
21801,30/03/2021,Clothing,290,5,246,Cash,19,0,Anne Leblanc,19,Female,New York City,0
11769,01/04/2023,Clothing,231,4,1054,Credit Card,65,0,John Jones,65,Male,New York City,0
22193,15/01/2022,Electronics,387,5,3920,Cash,27,0,Kyle Smith,27,Male,New York City,0
22193,03/07/2021,Home,116,1,1422,Cash,27,0,Kyle Smith,27,Male,New York City,0
22193,11/01/2023,Clothing,210,4,3215,Credit Card,27,0,Kyle Smith,27,Male,New York City,0
22193,10/05/2020,Electronics,94,4,3764,PayPal,27,1,Kyle Smith,27,Male,New York City,0
22193,02/04/2021,Electronics,224,4,2130,Cash,27,0,Kyle Smith,27,Male,New York City,0
31538,19/01/2023,Home,341,4,4847,Cash,37,0,Joshua Maynard,37,Male,New York City,0
31538,28/09/2020,Electronics,255,1,3160,Cash,37,1,Joshua Maynard,37,Male,New York City,0
31538,01/06/2020,Clothing,499,4,4477,Cash,37,1,Joshua Maynard,37,Male,New York City,0
31538,18/04/2023,Books,180,2,4994,Cash,37,1,Joshua Maynard,37,Male,New York City,0
31538,07/07/2020,Home,233,3,3362,PayPal,37,0,Joshua Maynard,37,Male,New York City,0
31538,17/02/2023,Home,491,4,1475,PayPal,37,0,Joshua Maynard,37,Male,New York City,0
31538,21/05/2022,Books,224,4,3440,PayPal,37,0,Joshua Maynard,37,Male,New York City,0
33511,07/06/2023,Books,333,5,4456,Credit Card,56,1,Kathleen Brown,56,Male,New York City,1
33511,22/01/2020,Books,139,2,744,Credit Card,56,0,Kathleen Brown,56,Male,New York City,1
33511,04/08/2022,Clothing,28,1,3579,Credit Card,56,1,Kathleen Brown,56,Male,New York City,1
33511,27/02/2022,Electronics,467,4,3142,Cash,56,0,Kathleen Brown,56,Male,New York City,1
33511,18/01/2021,Electronics,229,3,4086,PayPal,56,1,Kathleen Brown,56,Male,New York City,1
33511,13/07/2023,Books,66,3,2273,Credit Card,56,0,Kathleen Brown,56,Male,New York City,1
48449,17/01/2022,Home,218,1,2725,Cash,31,0,Mrs. Stacy Brown DDS,31,Male,New York City,0
48449,22/01/2020,Clothing,57,2,3574,Credit Card,31,1,Mrs. Stacy Brown DDS,31,Male,New York City,0
48449,18/10/2020,Clothing,278,4,4938,Cash,31,1,Mrs. Stacy Brown DDS,31,Male,New York City,0
48449,17/06/2020,Electronics,127,1,958,Cash,31,1,Mrs. Stacy Brown DDS,31,Male,New York City,0
48449,22/04/2021,Electronics,91,3,1899,Credit Card,31,1,Mrs. Stacy Brown DDS,31,Male,New York City,0
17203,21/01/2023,Electronics,259,3,3809,Credit Card,62,0,James Roberson,62,Male,New York City,0
17203,27/09/2021,Clothing,495,4,3057,Cash,62,1,James Roberson,62,Male,New York City,0
17203,03/07/2022,Home,160,4,5300,Cash,62,0,James Roberson,62,Male,New York City,0
17203,13/06/2023,Home,445,1,3218,PayPal,62,1,James Roberson,62,Male,New York City,0
17203,10/08/2023,Clothing,400,4,4683,PayPal,62,0,James Roberson,62,Male,New York City,0
15079,04/07/2021,Home,281,1,4685,Cash,24,0,Christine Stanton,24,Male,New York City,0
15079,18/11/2020,Electronics,413,4,3445,Cash,24,1,Christine Stanton,24,Male,New York City,0
15079,08/07/2020,Home,140,4,2618,Credit Card,24,1,Christine Stanton,24,Male,New York City,0
15079,22/04/2020,Books,179,4,5051,Cash,24,1,Christine Stanton,24,Male,New York City,0
21450,02/11/2021,Books,269,4,2370,PayPal,39,0,Christopher Barber,39,Female,New York City,1
21450,16/12/2020,Books,498,1,5132,Credit Card,39,1,Christopher Barber,39,Female,New York City,1
21450,20/01/2021,Books,470,1,4846,PayPal,39,1,Christopher Barber,39,Female,New York City,1
21450,06/10/2021,Books,72,4,4038,Credit Card,39,1,Christopher Barber,39,Female,New York City,1
21450,02/06/2022,Home,267,5,4134,Cash,39,0,Christopher Barber,39,Female,New York City,1
21450,14/06/2023,Home,115,4,1310,Credit Card,39,0,Christopher Barber,39,Female,New York City,1
11738,02/10/2021,Home,73,2,4855,PayPal,64,0,Cynthia Taylor,64,Male,New York City,0
11738,23/10/2021,Clothing,208,4,2119,Cash,64,0,Cynthia Taylor,64,Male,New York City,0
11738,06/09/2023,Books,131,4,412,Credit Card,64,1,Cynthia Taylor,64,Male,New York City,0
11738,01/09/2023,Clothing,102,1,3927,PayPal,64,1,Cynthia Taylor,64,Male,New York City,0
15595,06/10/2020,Books,166,3,4845,Cash,40,0,Stephen Hughes,40,Male,New York City,0
15595,24/06/2021,Electronics,301,3,2816,Credit Card,40,1,Stephen Hughes,40,Male,New York City,0
15595,13/02/2022,Home,372,2,2514,Cash,40,0,Stephen Hughes,40,Male,New York City,0
15595,06/01/2020,Clothing,314,4,3740,Cash,40,1,Stephen Hughes,40,Male,New York City,0
15595,24/03/2022,Books,356,3,2008,Cash,40,0,Stephen Hughes,40,Male,New York City,0
15595,08/10/2022,Books,452,5,4409,Cash,40,0,Stephen Hughes,40,Male,New York City,0
15595,21/05/2020,Books,389,5,3028,Credit Card,40,0,Stephen Hughes,40,Male,New York City,0
44311,04/11/2022,Books,413,2,4641,Cash,49,0,Lauren Torres,49,Female,New York City,1
44311,26/08/2020,Clothing,147,3,4967,Credit Card,49,0,Lauren Torres,49,Female,New York City,1
44311,12/03/2023,Home,384,3,2725,Cash,49,0,Lauren Torres,49,Female,New York City,1
44311,28/09/2021,Home,427,2,3013,Cash,49,0,Lauren Torres,49,Female,New York City,1
44311,11/01/2020,Books,83,3,979,PayPal,49,1,Lauren Torres,49,Female,New York City,1
44311,02/10/2022,Books,260,4,3869,PayPal,49,1,Lauren Torres,49,Female,New York City,1
44311,07/08/2022,Books,362,4,4516,PayPal,49,0,Lauren Torres,49,Female,New York City,1
31852,02/02/2020,Books,446,2,1685,PayPal,70,1,Amber Watson,70,Male,New York City,1
31852,28/05/2022,Electronics,407,2,1265,Cash,70,1,Amber Watson,70,Male,New York City,1
31852,30/07/2022,Home,319,4,4252,PayPal,70,1,Amber Watson,70,Male,New York City,1
46881,24/09/2022,Electronics,455,2,2574,Credit Card,40,1,Matthew Navarro,40,Male,New York City,0
46881,08/08/2020,Electronics,299,1,4362,PayPal,40,1,Matthew Navarro,40,Male,New York City,0
46881,05/07/2022,Clothing,120,4,3856,Credit Card,40,0,Matthew Navarro,40,Male,New York City,0
46881,13/09/2022,Home,123,1,2512,Credit Card,40,1,Matthew Navarro,40,Male,New York City,0
46881,11/09/2021,Electronics,148,5,3838,Credit Card,40,0,Matthew Navarro,40,Male,New York City,0
14652,17/05/2022,Clothing,377,3,3768,Cash,31,0,George Johnson Jr.,31,Female,New York City,0
14652,23/02/2022,Home,97,1,1416,Credit Card,31,0,George Johnson Jr.,31,Female,New York City,0
14652,07/04/2020,Clothing,94,1,2406,Cash,31,1,George Johnson Jr.,31,Female,New York City,0
14652,01/10/2020,Clothing,213,2,3064,PayPal,31,0,George Johnson Jr.,31,Female,New York City,0
14652,09/05/2021,Books,320,5,2185,Credit Card,31,1,George Johnson Jr.,31,Female,New York City,0
14652,04/08/2020,Books,449,2,1786,PayPal,31,1,George Johnson Jr.,31,Female,New York City,0
14652,05/04/2021,Clothing,325,5,3049,Credit Card,31,1,George Johnson Jr.,31,Female,New York City,0
14652,12/03/2021,Electronics,273,5,2333,Credit Card,31,0,George Johnson Jr.,31,Female,New York City,0
14652,15/09/2022,Clothing,421,4,4565,PayPal,31,1,George Johnson Jr.,31,Female,New York City,0
14652,25/05/2021,Home,381,3,244,Cash,31,1,George Johnson Jr.,31,Female,New York City,0
26275,31/01/2023,Clothing,371,3,4765,Credit Card,64,1,Colton Guerra,64,Female,New York City,0
26275,26/05/2020,Home,354,3,1686,Cash,64,0,Colton Guerra,64,Female,New York City,0
26275,11/08/2021,Electronics,17,1,3587,Credit Card,64,0,Colton Guerra,64,Female,New York City,0
37795,28/01/2023,Electronics,348,3,967,Credit Card,62,1,Steven Mccullough,62,Male,New York City,0
37795,27/08/2021,Electronics,17,4,5046,Cash,62,0,Steven Mccullough,62,Male,New York City,0
37795,04/05/2020,Books,78,3,1831,PayPal,62,1,Steven Mccullough,62,Male,New York City,0
37795,04/12/2020,Clothing,456,2,541,Credit Card,62,1,Steven Mccullough,62,Male,New York City,0
45727,26/11/2021,Clothing,408,5,2081,PayPal,61,1,April Reynolds,61,Female,New York City,0
45727,27/09/2021,Books,62,4,3728,Cash,61,1,April Reynolds,61,Female,New York City,0
45727,12/10/2021,Home,254,5,3867,Credit Card,61,0,April Reynolds,61,Female,New York City,0
45727,09/05/2023,Books,139,2,1650,Cash,61,0,April Reynolds,61,Female,New York City,0
45727,15/03/2020,Home,281,4,3901,PayPal,61,0,April Reynolds,61,Female,New York City,0
45727,04/05/2020,Home,346,2,731,PayPal,61,0,April Reynolds,61,Female,New York City,0
32153,06/05/2020,Clothing,17,3,4562,Cash,28,1,Megan Perry,28,Female,New York City,0
32153,20/01/2021,Electronics,17,3,3340,Cash,28,1,Megan Perry,28,Female,New York City,0
32153,31/12/2022,Electronics,255,5,4586,PayPal,28,0,Megan Perry,28,Female,New York City,0
46689,28/01/2023,Home,282,3,5116,Credit Card,34,1,Jessica Lopez,34,Female,New York City,0
46689,29/07/2020,Home,413,5,2930,PayPal,34,1,Jessica Lopez,34,Female,New York City,0
46689,04/01/2020,Books,403,4,3535,Credit Card,34,1,Jessica Lopez,34,Female,New York City,0
46689,04/03/2020,Home,351,1,3096,Credit Card,34,1,Jessica Lopez,34,Female,New York City,0
46689,12/08/2021,Electronics,489,3,583,Credit Card,34,1,Jessica Lopez,34,Female,New York City,0
46689,31/03/2021,Home,460,5,4437,PayPal,34,1,Jessica Lopez,34,Female,New York City,0
46689,18/11/2020,Books,151,2,2935,Credit Card,34,1,Jessica Lopez,34,Female,New York City,0
46689,25/11/2020,Electronics,201,3,513,PayPal,34,1,Jessica Lopez,34,Female,New York City,0
46689,11/06/2023,Clothing,142,3,2974,Cash,34,0,Jessica Lopez,34,Female,New York City,0
46689,19/08/2022,Electronics,277,1,2894,Cash,34,1,Jessica Lopez,34,Female,New York City,0
49818,08/03/2021,Home,455,2,4788,Credit Card,67,0,Kaylee Evans,67,Female,New York City,0
49818,12/11/2022,Clothing,18,3,3761,PayPal,67,0,Kaylee Evans,67,Female,New York City,0
49818,17/07/2022,Books,70,5,4804,PayPal,67,1,Kaylee Evans,67,Female,New York City,0
49818,17/11/2022,Electronics,271,1,5101,Credit Card,67,1,Kaylee Evans,67,Female,New York City,0
49818,29/04/2020,Books,50,4,833,PayPal,67,1,Kaylee Evans,67,Female,New York City,0
49818,22/05/2020,Books,25,2,4608,Credit Card,67,1,Kaylee Evans,67,Female,New York City,0
37983,07/03/2021,Clothing,106,4,914,PayPal,67,1,Victoria Michael,67,Male,New York City,0
37983,22/08/2021,Home,401,5,5033,PayPal,67,0,Victoria Michael,67,Male,New York City,0
13184,21/09/2022,Home,243,4,4458,PayPal,62,0,Michael Daniels,62,Female,New York City,0
13184,22/03/2022,Books,141,1,2367,Credit Card,62,1,Michael Daniels,62,Female,New York City,0
13184,21/11/2022,Electronics,390,4,4458,Credit Card,62,0,Michael Daniels,62,Female,New York City,0
13184,20/04/2022,Electronics,453,3,4199,Credit Card,62,0,Michael Daniels,62,Female,New York City,0
13184,12/06/2021,Clothing,327,4,2370,Credit Card,62,1,Michael Daniels,62,Female,New York City,0
13184,05/02/2020,Clothing,465,5,994,PayPal,62,1,Michael Daniels,62,Female,New York City,0
23699,06/09/2023,Electronics,236,2,2118,PayPal,59,1,Tina Murray,59,Male,New York City,1
23699,01/12/2022,Books,289,5,2467,PayPal,59,1,Tina Murray,59,Male,New York City,1
23699,23/05/2020,Books,312,1,2456,Credit Card,59,1,Tina Murray,59,Male,New York City,1
23699,23/02/2023,Clothing,72,3,523,PayPal,59,1,Tina Murray,59,Male,New York City,1
23699,01/06/2023,Electronics,260,4,3050,PayPal,59,0,Tina Murray,59,Male,New York City,1
23699,24/09/2020,Electronics,203,1,750,Cash,59,1,Tina Murray,59,Male,New York City,1
23699,21/10/2021,Electronics,222,2,3340,Cash,59,0,Tina Murray,59,Male,New York City,1
23699,26/01/2022,Electronics,135,2,2261,PayPal,59,1,Tina Murray,59,Male,New York City,1
15531,31/03/2023,Clothing,60,3,1445,Cash,34,0,Julie Molina,34,Female,New York City,0
15531,19/02/2023,Home,59,4,1190,Cash,34,0,Julie Molina,34,Female,New York City,0
33338,24/07/2021,Books,276,3,1312,PayPal,58,1,Christine Dixon,58,Male,New York City,1
33338,30/03/2021,Home,301,4,2562,PayPal,58,1,Christine Dixon,58,Male,New York City,1
33338,21/06/2022,Home,170,3,3623,PayPal,58,1,Christine Dixon,58,Male,New York City,1
33338,09/02/2022,Electronics,493,4,3576,Credit Card,58,0,Christine Dixon,58,Male,New York City,1
33338,10/12/2020,Home,201,3,3403,Cash,58,1,Christine Dixon,58,Male,New York City,1
25314,30/04/2021,Books,461,5,2565,Credit Card,42,1,Joseph Pacheco,42,Male,New York City,0
25314,26/08/2022,Home,456,2,1374,Cash,42,1,Joseph Pacheco,42,Male,New York City,0
25314,01/11/2022,Clothing,119,4,3915,PayPal,42,1,Joseph Pacheco,42,Male,New York City,0
46717,22/08/2020,Home,126,3,4394,PayPal,44,0,Mary Nguyen,44,Female,New York City,0
46717,25/01/2020,Electronics,319,4,4076,PayPal,44,1,Mary Nguyen,44,Female,New York City,0
46717,17/09/2021,Clothing,38,1,5160,Cash,44,0,Mary Nguyen,44,Female,New York City,0
37332,07/11/2022,Books,454,3,5176,Credit Card,65,0,Kayla Fleming,65,Female,New York City,0
37332,16/03/2022,Books,140,1,3951,Credit Card,65,1,Kayla Fleming,65,Female,New York City,0
37332,04/12/2021,Electronics,421,3,3282,PayPal,65,1,Kayla Fleming,65,Female,New York City,0
37332,30/07/2022,Clothing,367,2,4004,Credit Card,65,0,Kayla Fleming,65,Female,New York City,0
37332,30/03/2021,Home,323,1,4237,Cash,65,1,Kayla Fleming,65,Female,New York City,0
37332,07/04/2021,Home,128,3,3765,Cash,65,1,Kayla Fleming,65,Female,New York City,0
37332,03/07/2020,Books,177,2,2044,Credit Card,65,1,Kayla Fleming,65,Female,New York City,0
37332,03/06/2023,Clothing,209,1,3454,Credit Card,65,1,Kayla Fleming,65,Female,New York City,0
37332,02/05/2022,Electronics,88,1,2825,Credit Card,65,0,Kayla Fleming,65,Female,New York City,0
48175,14/05/2023,Home,50,1,1970,Cash,51,1,Nancy Riley,51,Male,New York City,0
48175,02/11/2021,Clothing,83,4,887,Cash,51,1,Nancy Riley,51,Male,New York City,0
48175,29/09/2020,Home,373,3,4980,PayPal,51,0,Nancy Riley,51,Male,New York City,0
48175,26/04/2023,Electronics,334,2,937,Cash,51,0,Nancy Riley,51,Male,New York City,0
48175,25/01/2021,Books,77,3,4803,PayPal,51,1,Nancy Riley,51,Male,New York City,0
48175,06/06/2022,Home,359,3,2981,Credit Card,51,0,Nancy Riley,51,Male,New York City,0
10481,25/01/2022,Home,91,3,4914,PayPal,61,1,Stephanie Patel,61,Male,New York City,0
10481,30/03/2021,Electronics,341,3,1920,PayPal,61,0,Stephanie Patel,61,Male,New York City,0
10481,20/03/2020,Clothing,311,5,1015,Credit Card,61,1,Stephanie Patel,61,Male,New York City,0
10481,19/09/2021,Electronics,313,2,4792,Credit Card,61,1,Stephanie Patel,61,Male,New York City,0
42500,22/03/2023,Clothing,108,3,2936,Credit Card,43,1,Jasmine Miller,43,Female,New York City,0
